task_id,sentence,term_1,term_2,family_mode,family_out,difficulty
164,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,cell,participant,participant,-0.42875936944595344
165,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,periphery,participant,participant,0.16807936897857254
166,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,golgi complex,no_relationship,no_relationship,-0.5023150387715137
167,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,vesicles,participant,participant,-0.5297291380191784
168,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,prophase,participant,participant,0.5866206010290955
169,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,golgi apparatus,participant,participant,0.3057043713334985
170,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,membranous organelles,participant,participant,-0.02357292038827425
171,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,cell,taxonomy,taxonomy,0.12995878284549758
172,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,periphery,no_relationship,no_relationship,-0.35728853339141725
173,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,golgi complex,spatial,spatial,0.1472117805947914
174,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,vesicles,no_relationship,no_relationship,-0.28835290791312373
175,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,prophase,spatial,spatial,0.47447082395494605
176,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,golgi apparatus,component,no_relationship,0.5168699364530213
177,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",nuclear envelope,membranous organelles,no_relationship,no_relationship,-0.6047620452666819
178,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,periphery,no_relationship,no_relationship,-0.5773075932717263
179,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,golgi complex,spatial,spatial,0.26599210681052515
180,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,vesicles,taxonomy,taxonomy,0.23269600375931815
181,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,prophase,spatial,spatial,0.5950176436904432
182,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,golgi apparatus,taxonomy,taxonomy,-0.20216296530568373
183,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",cell,membranous organelles,no_relationship,no_relationship,-0.29489173506217337
184,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",periphery,golgi complex,no_relationship,no_relationship,-0.5369953372121163
185,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",periphery,vesicles,no_relationship,no_relationship,-0.6960771854552299
186,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",periphery,prophase,spatial,spatial,0.4578157988103679
187,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",periphery,golgi apparatus,no_relationship,no_relationship,-0.13931136917159487
188,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",periphery,membranous organelles,component,component,0.1817670298588577
189,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",golgi complex,vesicles,spatial,spatial,0.2447043893417262
190,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",golgi complex,prophase,spatial,spatial,0.6023186698896371
191,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",golgi complex,golgi apparatus,spatial,spatial,0.05969535957856307
192,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",golgi complex,membranous organelles,no_relationship,no_relationship,-0.4526089078818196
193,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",vesicles,prophase,spatial,spatial,0.5665824192725892
194,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",vesicles,golgi apparatus,no_relationship,no_relationship,0.3698876382676234
195,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",vesicles,membranous organelles,no_relationship,no_relationship,-0.2873883923988666
196,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",prophase,golgi apparatus,component,component,0.43732270853061245
197,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",prophase,membranous organelles,component,component,0.48805349825496624
198,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",golgi apparatus,membranous organelles,no_relationship,no_relationship,-0.019523868380955895
199,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",cell,centrosomes,no_relationship,no_relationship,-1.2744463823304206
200,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",cell,poles,spatial,spatial,0.644663177513578
201,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",cell,nucleolus,no_relationship,no_relationship,-0.30853223643431993
202,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",centrosomes,poles,spatial,spatial,0.5671473130184201
203,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",centrosomes,nucleolus,spatial,spatial,-0.17102527638909598
204,"The nucleolus disappears (disperses) as well, and the centrosomes begin to move to opposite poles of the cell.",poles,nucleolus,spatial,spatial,0.41107378381157866
205,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",microtubule fibers,mitotic spindle,spatial,spatial,0.3453199106143067
206,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",microtubule fibers,centrosomes,no_relationship,no_relationship,0.5600404110977215
207,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",microtubule fibers,microtubules,component,component,-0.5743892305232116
208,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",mitotic spindle,centrosomes,no_relationship,no_relationship,0.36708872588839586
209,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",mitotic spindle,microtubules,spatial,no_relationship,0.6833579534203257
210,"Microtubules that will form the mitotic spindle extend between the centrosomes, pushing them farther apart as the microtubule fibers lengthen.",centrosomes,microtubules,component,component,0.8025276266336744
211,The sister chromatids begin to coil more tightly with the aid of condensin proteins and now become visible under a light microscope.,condensin proteins,light microscope,no_relationship,no_relationship,-0.6414664108136704
212,The sister chromatids begin to coil more tightly with the aid of condensin proteins and now become visible under a light microscope.,condensin proteins,sister chromatid,no_relationship,no_relationship,0.10650276466608269
213,The sister chromatids begin to coil more tightly with the aid of condensin proteins and now become visible under a light microscope.,light microscope,sister chromatid,no_relationship,no_relationship,-0.5566808924495006
214,Prometaphase (the “first change phase”): Many processes that began in prophase continue to advance.,prophase,change phase,event_structure,event_structure,0.09440874620580521
215,Prometaphase (the “first change phase”): Many processes that began in prophase continue to advance.,prophase,prometaphase,no_relationship,no_relationship,0.2309285312108846
216,Prometaphase (the “first change phase”): Many processes that began in prophase continue to advance.,change phase,prometaphase,no_relationship,no_relationship,0.26663641586110093
217,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",nuclear envelope,nuclear area,no_relationship,no_relationship,0.18290826834539967
218,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",nuclear envelope,mitotic spindle,spatial,spatial,0.379986156161962
219,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",nuclear envelope,microtubules,component,component,0.48305757218319134
220,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",nuclear area,mitotic spindle,spatial,spatial,0.26820037031245775
221,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",nuclear area,microtubules,no_relationship,no_relationship,-0.31381232765767175
222,"The remnants of the nuclear envelope fragment further, and the mitotic spindle continues to develop as more microtubules assemble and stretch across the length of the former nuclear area.",mitotic spindle,microtubules,spatial,spatial,-0.16750429486406843
223,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,kinetochore,sister chromatid,component,component,-0.5269466417938928
224,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,kinetochore,centromeric region,spatial,spatial,-1.023614041471918
225,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,kinetochore,protein structure,taxonomy,taxonomy,-0.512306249795669
226,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,sister chromatid,centromeric region,no_relationship,no_relationship,0.5921800033475653
227,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,sister chromatid,protein structure,component,component,0.2432530833325853
228,Each sister chromatid develops a protein structure called a kinetochore in its centromeric region (Figure ).,centromeric region,protein structure,spatial,spatial,0.3130940146787949
229,The proteins of the kinetochore attract and bind to the mitotic spindle microtubules.,kinetochore,mitotic spindle microtubules,no_relationship,no_relationship,0.4004340649030451
230,The proteins of the kinetochore attract and bind to the mitotic spindle microtubules.,kinetochore,proteins,component,component,-0.17725182705356107
231,The proteins of the kinetochore attract and bind to the mitotic spindle microtubules.,mitotic spindle microtubules,proteins,spatial,spatial,0.49157794252610415
232,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",contact,centrosomes,spatial,spatial,-0.06927983992729257
233,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",contact,spindle microtubules,spatial,spatial,0.44826089879816733
234,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",contact,kinetochores,no_relationship,no_relationship,0.3514897149264503
235,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",centrosomes,spindle microtubules,no_relationship,no_relationship,0.10908152184532037
236,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",centrosomes,kinetochores,no_relationship,no_relationship,0.5110739916417526
237,"As the spindle microtubules extend from the centrosomes, some of these microtubules come into contact with and firmly bind to the kinetochores.",spindle microtubules,kinetochores,no_relationship,no_relationship,-0.9720660786730362
238,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",mitotic fiber,sister chromatid,no_relationship,no_relationship,0.25651686185693223
239,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",mitotic fiber,poles,spatial,spatial,0.028891863916395172
240,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",mitotic fiber,chromosome,no_relationship,no_relationship,0.14565742213265795
241,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",mitotic fiber,kinetochores,component,component,0.6325117813362446
242,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",sister chromatid,poles,no_relationship,no_relationship,-0.5656530871299782
243,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",sister chromatid,chromosome,no_relationship,no_relationship,0.14776371228778443
244,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",sister chromatid,kinetochores,component,component,-0.8924272431117406
245,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",poles,chromosome,no_relationship,no_relationship,-0.9324078682217405
246,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",poles,kinetochores,no_relationship,no_relationship,-0.26566646324030485
247,"Once a mitotic fiber attaches to a chromosome, the chromosome will be oriented until the kinetochores of sister chromatids face the opposite poles.",chromosome,kinetochores,no_relationship,no_relationship,0.428661072472218
248,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",sister chromatid,poles,spatial,spatial,0.5469119136629144
249,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",sister chromatid,microtubules,no_relationship,no_relationship,-0.26829303314202485
250,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",sister chromatid,kinetochores,no_relationship,no_relationship,-0.04556449993604484
251,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",poles,microtubules,spatial,spatial,0.23606308362637912
252,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",poles,kinetochores,no_relationship,no_relationship,0.5524981805862638
253,"Eventually, all the sister chromatids will be attached via their kinetochores to microtubules from opposing poles.",microtubules,kinetochores,component,component,-0.5082892925882343
254,Spindle microtubules that do not engage the chromosomes are called polar microtubules.,polar microtubules,spindle microtubules,taxonomy,taxonomy,-1.010575727805298
255,Spindle microtubules that do not engage the chromosomes are called polar microtubules.,polar microtubules,chromosomes,no_relationship,no_relationship,0.1437883216946118
256,Spindle microtubules that do not engage the chromosomes are called polar microtubules.,spindle microtubules,chromosomes,no_relationship,no_relationship,-0.4865382916104309
257,These microtubules overlap each other midway between the two poles and contribute to cell elongation.,poles,cell elongation,spatial,no_relationship,0.6118001515033262
258,These microtubules overlap each other midway between the two poles and contribute to cell elongation.,poles,microtubules,no_relationship,no_relationship,0.39007444812817016
259,These microtubules overlap each other midway between the two poles and contribute to cell elongation.,cell elongation,microtubules,participant,participant,0.13052355619044628
260,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",spindle,astral microtubules,participant,functional,0.14134070697429096
261,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",spindle,poles,spatial,spatial,-0.7202299188733441
262,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",spindle,mitosis,no_relationship,no_relationship,-0.25487776891691777
263,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",astral microtubules,poles,no_relationship,no_relationship,-0.009914694168386718
264,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",astral microtubules,mitosis,no_relationship,no_relationship,0.45148534147394304
265,"Astral microtubules are located near the poles, aid in spindle orientation, and are required for the regulation of mitosis.",poles,mitosis,no_relationship,no_relationship,-0.03927253246600032
266,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",equatorial plane,change phase,spatial,spatial,0.07320688544797864
267,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",equatorial plane,metaphase plate,no_relationship,no_relationship,0.4395969320231402
268,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",equatorial plane,cell,component,component,0.28399150659064804
269,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",equatorial plane,poles,component,component,0.26336838387006706
270,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",equatorial plane,chromosomes,spatial,spatial,0.4810374566064645
271,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",change phase,metaphase plate,functional,functional,0.5467696069120085
272,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",change phase,cell,spatial,spatial,0.18808391397728078
273,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",change phase,poles,spatial,spatial,-0.3546598168335845
274,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",change phase,chromosomes,taxonomy,taxonomy,0.23243394163401054
275,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",metaphase plate,cell,no_relationship,no_relationship,0.2176911099629709
276,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",metaphase plate,poles,participant,participant,0.11717973546363229
277,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",metaphase plate,chromosomes,no_relationship,no_relationship,0.4604442196146531
278,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",cell,poles,spatial,spatial,-0.21641075313871394
279,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",cell,chromosomes,spatial,spatial,-0.5086865064051159
280,"Metaphase (the “change phase”): All the chromosomes are aligned in a plane called the metaphase plate, or the equatorial plane, roughly midway between the two poles of the cell.",poles,chromosomes,spatial,spatial,0.30833288527634606
281,The sister chromatids are still tightly attached to each other by cohesin proteins.,cohesin proteins,sister chromatid,component,component,0.4645121544240815
282,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",anaphase,sister chromatid,no_relationship,no_relationship,0.39517255357115844
283,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",anaphase,centromere,participant,participant,0.38270586786224386
284,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",anaphase,upward phase,component,component,0.3364981860829888
285,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",anaphase,cohesin proteins,no_relationship,no_relationship,0.4888913702861429
286,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",sister chromatid,centromere,participant,participant,0.02465950973500694
287,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",sister chromatid,upward phase,no_relationship,no_relationship,0.42043683934379705
288,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",sister chromatid,cohesin proteins,functional,functional,0.4892234445231881
289,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",centromere,upward phase,participant,participant,-0.3697512737696997
290,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",centromere,cohesin proteins,no_relationship,no_relationship,0.19324934180637665
291,"Anaphase (“upward phase”): The cohesin proteins degrade, and the sister chromatids separate at the centromere.",upward phase,cohesin proteins,participant,participant,-0.8566096175640678
292,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",chromosome,centrosome,spatial,spatial,-0.00889043807895348
293,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",chromosome,microtubule,spatial,spatial,0.4236375739121743
294,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",chromosome,chromatid,component,component,0.4720423833658598
295,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",centrosome,microtubule,no_relationship,spatial,0.5513112816321267
296,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",centrosome,chromatid,spatial,spatial,0.3557896621176244
297,"Each chromatid, now called a single chromosome, is pulled rapidly toward the centrosome to which its microtubule is attached.",microtubule,chromatid,taxonomy,taxonomy,-0.27073214872007767
298,The cell becomes visibly elongated (oval shaped) as the polar microtubules slide against each other at the metaphase plate where they overlap.,metaphase plate,polar microtubules,component,component,0.4668437776961577
299,The cell becomes visibly elongated (oval shaped) as the polar microtubules slide against each other at the metaphase plate where they overlap.,metaphase plate,cell,component,component,-0.47016600516525453
300,The cell becomes visibly elongated (oval shaped) as the polar microtubules slide against each other at the metaphase plate where they overlap.,polar microtubules,cell,spatial,spatial,-0.6428819617470507
301,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",chromatin configuration,distance phase,event_structure,event_structure,0.5303568434070592
302,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",chromatin configuration,decondense,causal,causal,0.02439873247857034
303,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",chromatin configuration,poles,no_relationship,no_relationship,-0.3621554868513701
304,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",chromatin configuration,telophase,functional,functional,0.5709690526906851
305,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",chromatin configuration,chromosomes,no_relationship,no_relationship,0.41444480267546147
306,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",distance phase,decondense,event_structure,event_structure,0.30802457701559344
307,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",distance phase,poles,no_relationship,no_relationship,0.36637556152717043
308,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",distance phase,telophase,participant,participant,-0.8476264499484574
309,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",distance phase,chromosomes,no_relationship,no_relationship,0.520869810002113
310,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",decondense,poles,no_relationship,no_relationship,0.21029742882298666
311,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",decondense,telophase,participant,participant,0.2547765029056747
312,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",decondense,chromosomes,event_structure,event_structure,0.4475800635955923
313,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",poles,telophase,spatial,spatial,-1.4172344819776583
314,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",poles,chromosomes,participant,participant,0.5569882424812671
315,"Telophase (the “distance phase”): the chromosomes reach the opposite poles and begin to decondense (unravel), relaxing once again into a stretched-out chromatin configuration.",telophase,chromosomes,participant,participant,-0.2627337723906667
316,The mitotic spindles are depolymerized into tubulin monomers that will be used to assemble cytoskeletal components for each daughter cell.,depolymerized,tubulin monomers,component,component,0.12969204779009288
317,The mitotic spindles are depolymerized into tubulin monomers that will be used to assemble cytoskeletal components for each daughter cell.,depolymerized,mitotic spindle,no_relationship,no_relationship,-0.2722169954019552
